   0.6250000E-02   0.7424322E-01
   0.1319444E-01   0.1649645E+00
   0.2013889E-01   0.2669217E+00
   0.2708333E-01   0.3800511E+00
   0.3402778E-01   0.5035099E+00
   0.4097222E-01   0.6368415E+00
   0.4791666E-01   0.7784895E+00
   0.5486111E-01   0.9276175E+00
   0.6180555E-01   0.1082746E+01
   0.6875000E-01   0.1241925E+01
   0.7569444E-01   0.1403493E+01
   0.8263888E-01   0.1564366E+01
   0.8958333E-01   0.1721579E+01
   0.9652777E-01   0.1874476E+01
   0.1034722E+00   0.2021381E+01
   0.1104167E+00   0.2159044E+01
   0.1173611E+00   0.2282746E+01
   0.1243055E+00   0.2388806E+01
   0.1312500E+00   0.2476223E+01
   0.1381944E+00   0.2544530E+01
   0.1451389E+00   0.2594527E+01
   0.1520833E+00   0.2625819E+01
   0.1590278E+00   0.2636305E+01
   0.1659722E+00   0.2624272E+01
   0.1729167E+00   0.2591329E+01
   0.1798611E+00   0.2540810E+01
   0.1868055E+00   0.2477105E+01
   0.1937500E+00   0.2405254E+01
   0.2006944E+00   0.2328054E+01
   0.2076389E+00   0.2246079E+01
   0.2145833E+00   0.2158961E+01
   0.2215278E+00   0.2064732E+01
   0.2284722E+00   0.1963089E+01
   0.2354167E+00   0.1857507E+01
   0.2423611E+00   0.1751840E+01
   0.2493055E+00   0.1649937E+01
   0.2562500E+00   0.1556539E+01
   0.2631944E+00   0.1475366E+01
   0.2701389E+00   0.1407992E+01
   0.2770833E+00   0.1353489E+01
   0.2840278E+00   0.1312284E+01
   0.2909722E+00   0.1284866E+01
   0.2979166E+00   0.1271720E+01
   0.3048611E+00   0.1274227E+01
   0.3118055E+00   0.1291993E+01
   0.3187500E+00   0.1324709E+01
   0.3256944E+00   0.1372697E+01
   0.3326389E+00   0.1435603E+01
   0.3395833E+00   0.1512431E+01
   0.3465278E+00   0.1603017E+01
   0.3534722E+00   0.1706748E+01
   0.3604166E+00   0.1821795E+01
   0.3673611E+00   0.1945875E+01
   0.3743055E+00   0.2074154E+01
   0.3812500E+00   0.2201002E+01
   0.3881944E+00   0.2321003E+01
   0.3951389E+00   0.2430056E+01
   0.4020833E+00   0.2526168E+01
   0.4090278E+00   0.2608389E+01
   0.4159722E+00   0.2674747E+01
   0.4229166E+00   0.2723301E+01
   0.4298611E+00   0.2752954E+01
   0.4368055E+00   0.2763463E+01
   0.4437500E+00   0.2755402E+01
   0.4506944E+00   0.2729551E+01
   0.4576389E+00   0.2688077E+01
   0.4645833E+00   0.2633458E+01
   0.4715277E+00   0.2567895E+01
   0.4784722E+00   0.2492696E+01
   0.4854166E+00   0.2409593E+01
   0.4923611E+00   0.2320773E+01
   0.4993055E+00   0.2228619E+01
   0.5062500E+00   0.2135494E+01
   0.5131944E+00   0.2043716E+01
   0.5201389E+00   0.1956002E+01
   0.5270833E+00   0.1873914E+01
   0.5340277E+00   0.1799078E+01
   0.5409722E+00   0.1733487E+01
   0.5479166E+00   0.1678813E+01
   0.5548611E+00   0.1636274E+01
   0.5618055E+00   0.1606804E+01
   0.5687500E+00   0.1590430E+01
   0.5756944E+00   0.1587096E+01
   0.5826389E+00   0.1596910E+01
   0.5895833E+00   0.1620061E+01
   0.5965277E+00   0.1656456E+01
   0.6034722E+00   0.1705179E+01
   0.6104166E+00   0.1765278E+01
   0.6173611E+00   0.1835348E+01
   0.6243055E+00   0.1913482E+01
   0.6312500E+00   0.1997514E+01
   0.6381944E+00   0.2084530E+01
   0.6451389E+00   0.2170965E+01
   0.6520833E+00   0.2253656E+01
   0.6590277E+00   0.2330163E+01
   0.6659722E+00   0.2397829E+01
   0.6729166E+00   0.2454185E+01
